title,author,price,edition,publish_date,item_url,image_url,category,released_year
Best American Sports Writing 2020,Edited by Jackie MacMullan,13.28                             ,Paperback,01 Feb 2021,https://www.bookdepository.com/Best-American-Sports-Writing-2020-Edited-by-Jackie-MacMullan/9780358196990?ref=grid-view&qid=1630182843817&sr=1-66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7604/9781760420512.jpg,Sports,2021
ACSMs Resource Manual for Guidelines for Exercise Testing and Prescription,American College of Sports Medicine,91.93,Paperback,28 Feb 2013,https://www.bookdepository.com/ACSMs-Resource-Manual-for-Guidelines-for-Exercise-Testing-Prescription-American-College-Sports-Medicine/9781609139568?ref=grid-view&qid=1630182843817&sr=1-67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3581/9780358196990.jpg,Sports,2013
A Sporting Chance,Titus OReily,34.95,Paperback,01 Nov 2018,https://www.bookdepository.com/Sporting-Chance-Titus-OReily/9780143785224?ref=grid-view&qid=1630182843817&sr=1-68,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6091/9781609139568.jpg,Sports,2018
Sports Spot-The-Differences Activity Book,Tony J Tallarico,3.52,Paperback,30 Sep 2011,https://www.bookdepository.com/Sports-Spot-Differences-Activity-Book-Tony-J-Tallarico/9780486475271?ref=grid-view&qid=1630182843817&sr=1-69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1437/9780143785224.jpg,Sports,2011
Grays Sports Almanac,Jay Wheeler,13.41,Paperback,06 Feb 2021,https://www.bookdepository.com/Grays-Sports-Almanac-Jay-Wheeler/9798705764952?ref=grid-view&qid=1630182843817&sr=1-70,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486475271.jpg,Sports,2021
Sport Psychology: A Complete Introduction,John Perry,20.63,Paperback,22 Mar 2016,https://www.bookdepository.com/Sport-Psychology-Complete-Introduction-John-Perry/9781473608467?ref=grid-view&qid=1630182843817&sr=1-71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9798/7057/9798705764952.jpg,Sports,2016
This is esports (and How to Spell it) - LONGLISTED FOR THE WILLIAM HILL SPORTS BOOK AWARD 2020,Paul Chaloner,18.57,Paperback,28 May 2020,https://www.bookdepository.com/This-is-esports-How-Spell-it-LONGLISTED-FOR-WILLIAM-HILL-SPORTS-BOOK-AWARD-2020-Paul-Chaloner/9781472977762?ref=grid-view&qid=1630182843817&sr=1-72,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473608467.jpg,Sports,2020
The Best American Sports Writing of the Century,David Halberstam,29.43,Paperback,18 Jan 2012,https://www.bookdepository.com/Best-American-Sports-Writing-Century-David-Halberstam/9780395945148?ref=grid-view&qid=1630182843817&sr=1-73,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4729/9781472977762.jpg,Sports,2012
Behind the Mask,Tyson Fury,11.57                             ,Paperback,21 Jan 2021,https://www.bookdepository.com/Behind-Mask-Tyson-Fury/9781787465060?ref=grid-view&qid=1630182843817&sr=1-74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3959/9780395945148.jpg,Sports,2021
Sports Betting to Win,Steve Ward,17.97                             ,Paperback,28 Mar 2011,https://www.bookdepository.com/Sports-Betting-Win-Steve-Ward/9780857190390?ref=grid-view&qid=1630182843817&sr=1-75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7874/9781787465060.jpg,Sports,2011
You Win in the Locker Room First,Jon Gordon,19.27                             ,Hardback,27 Oct 2015,https://www.bookdepository.com/You-Win-Locker-Room-First-Jon-Gordon/9781119157854?ref=grid-view&qid=1630182843817&sr=1-76,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8571/9780857190390.jpg,Sports,2015
Strength and Conditioning for Team Sports,Paul Gamble,61.77,Paperback,19 Oct 2012,https://www.bookdepository.com/Strength-Conditioning-for-Team-Sports-Paul-Gamble/9780415637930?ref=grid-view&qid=1630182843817&sr=1-77,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1191/9781119157854.jpg,Sports,2012
The Sport of Kings,C. E. Morgan,16.64,Paperback,18 May 2017,https://www.bookdepository.com/Sport-Kings-C-E-Morgan/9780008173319?ref=grid-view&qid=1630182843817&sr=1-78,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4156/9780415637930.jpg,Sports,2017
Sports Nutrition - From Lab to Kitchen,Asker Jeukendrup,20.59,Paperback,05 Dec 2011,https://www.bookdepository.com/Sports-Nutrition-From-Lab-Kitchen-Asker-Jeukendrup/9781841262963?ref=grid-view&qid=1630182843817&sr=1-79,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008173319.jpg,Sports,2011
Sports Astrology,John Frawley,25.40                             ,Paperback,01 Mar 2007,https://www.bookdepository.com/Sports-Astrology-John-Frawley/9780953977420?ref=grid-view&qid=1630182843817&sr=1-80,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8412/9781841262963.jpg,Sports,2007
Sports Trading on Betfair,Wayne Bailey,17.62                             ,Paperback,21 Aug 2015,https://www.bookdepository.com/Sports-Trading-on-Betfair-Wayne-Bailey/9781910498316?ref=grid-view&qid=1630182843817&sr=1-81,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9539/9780953977420.jpg,Sports,2015
The Boy on the Shed:A remarkable sporting memoir with a foreword by Alan Shearer,Paul Ferris,18.57,Paperback,15 Oct 2019,https://www.bookdepository.com/Boy-on-Shed-remarkable-sporting-memoir-with-foreword-by-Alan-Shearer-Paul-Ferris/9781473666740?ref=grid-view&qid=1630182843817&sr=1-82,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9104/9781910498316.jpg,Sports,2019
"Stability, Sport and Performance Movement",Joanne Elphinston,33.00,Paperback,15 Jun 2014,https://www.bookdepository.com/Stability-Sport-Performance-Movement-Joanne-Elphinston/9781905367429?ref=grid-view&qid=1630182843817&sr=1-83,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473666740.jpg,Sports,2014
Basketballs Greatest,Illustrated Sports  of Editors,51.73,Hardback,01 Jan 2017,https://www.bookdepository.com/Basketballs-Greatest-Illustrated-Sports-Editors/9781618930484?ref=grid-view&qid=1630182843817&sr=1-84,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9053/9781905367429.jpg,Sports,2017
Physiology of Sport and Exercise,W. Larry Kenney,177.20,Hardback,15 Sep 2015,https://www.bookdepository.com/Physiology-Sport-Exercise-W-Larry-Kenney/9781450477673?ref=grid-view&qid=1630182843817&sr=1-85,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6189/9781618930484.jpg,Sports,2015
Dogsledding and Extreme Sports,Mary Pope Osborne,7.21,Paperback,05 Jan 2016,https://www.bookdepository.com/Dogsledding-Extreme-Sports-Mary-Pope-Osborne/9780385386449?ref=grid-view&qid=1630182843817&sr=1-86,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4504/9781450477673.jpg,Sports,2016
Rainbow Magic: Melissa the Sports Fairy,Daisy Meadows,11.95,Paperback,02 Jun 2016,https://www.bookdepository.com/Rainbow-Magic-Melissa-Sports-Fairy-Daisy-Meadows/9781408341643?ref=grid-view&qid=1630182843817&sr=1-87,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3853/9780385386449.jpg,Sports,2016
Sport Nutrition,Asker Jeukendrup,121.19,Paperback,22 Aug 2018,https://www.bookdepository.com/Sport-Nutrition-Asker-Jeukendrup/9781492529033?ref=grid-view&qid=1630182843817&sr=1-88,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4083/9781408341643.jpg,Sports,2018
Biomedical Acupuncture for Sports and Trauma Rehabilitation,Yun-tao Ma,91.64                             ,Hardback,16 Apr 2010,https://www.bookdepository.com/Biomedical-Acupuncture-for-Sports-Trauma-Rehabilitation-Yun-tao-Ma/9781437709278?ref=grid-view&qid=1630182843817&sr=1-89,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4925/9781492529033.jpg,Sports,2010
Sports Fun for Messy Churches,Lucy Moore,13.50,Paperback,18 Nov 2011,https://www.bookdepository.com/Sports-Fun-for-Messy-Churches-Lucy-Moore/9781841018249?ref=grid-view&qid=1630182843817&sr=1-90,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4377/9781437709278.jpg,Sports,2011
Sports Massage,Susan Findlay,42.95,Paperback,01 Apr 2010,https://www.bookdepository.com/Sports-Massage-Susan-Findlay/9780736082600?ref=grid-view&qid=1630182843817&sr=1-61,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8410/9781841018249.jpg,Sports,2010
Fantasy Sports No.1,Sam Bosma,20.59,Hardback,14 Jul 2015,https://www.bookdepository.com/Fantasy-Sports-No-1-Sam-Bosma/9781907704802?ref=grid-view&qid=1630182843817&sr=1-62,https://d3ogvdx946i4sr.cloudfront.net/assets/v2.25.8/img/newsletter-icon.svg,Sports,2015
Maximum Ride Boxed Set,James Patterson,43.70,Paperback,12 Oct 2010,https://www.bookdepository.com/Maximum-Ride-Boxed-Set-James-Patterson/9780316128254?ref=grid-view&qid=1630182843817&sr=1-63,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7360/9780736082600.jpg,Sports,2010
Mr. Men: Sports Day,Roger Hargreaves,7.50,Paperback,17 May 2018,https://www.bookdepository.com/Mr-Men-Sports-Day-Roger-Hargreaves/9781405290449?ref=grid-view&qid=1630182843817&sr=1-64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9077/9781907704802.jpg,Sports,2018
"CLINICAL SPORTS MEDICINE: THE MEDICINE OF EXERCISE 5E, VOL 2",Peter Brukner,138.28                             ,Hardback,03 Jun 2019,https://www.bookdepository.com/CLINICAL-SPORTS-MEDICINE-MEDICINE-EXERCISE-5E-VOL-2-Peter-Brukner/9781760420512?ref=grid-view&qid=1630182843817&sr=1-65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3161/9780316128254.jpg,Sports,2019
Best American Sports Writing 2020,Edited by Jackie MacMullan,13.28                             ,Paperback,01 Feb 2021,https://www.bookdepository.com/Best-American-Sports-Writing-2020-Edited-by-Jackie-MacMullan/9780358196990?ref=grid-view&qid=1630182843817&sr=1-66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4052/9781405290449.jpg,Sports,2021
ACSMs Resource Manual for Guidelines for Exercise Testing and Prescription,American College of Sports Medicine,91.93,Paperback,28 Feb 2013,https://www.bookdepository.com/ACSMs-Resource-Manual-for-Guidelines-for-Exercise-Testing-Prescription-American-College-Sports-Medicine/9781609139568?ref=grid-view&qid=1630182843817&sr=1-67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7604/9781760420512.jpg,Sports,2013
A Sporting Chance,Titus OReily,34.95,Paperback,01 Nov 2018,https://www.bookdepository.com/Sporting-Chance-Titus-OReily/9780143785224?ref=grid-view&qid=1630182843817&sr=1-68,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3581/9780358196990.jpg,Sports,2018
Sports Spot-The-Differences Activity Book,Tony J Tallarico,3.52,Paperback,30 Sep 2011,https://www.bookdepository.com/Sports-Spot-Differences-Activity-Book-Tony-J-Tallarico/9780486475271?ref=grid-view&qid=1630182843817&sr=1-69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6091/9781609139568.jpg,Sports,2011
Grays Sports Almanac,Jay Wheeler,13.41,Paperback,06 Feb 2021,https://www.bookdepository.com/Grays-Sports-Almanac-Jay-Wheeler/9798705764952?ref=grid-view&qid=1630182843817&sr=1-70,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1437/9780143785224.jpg,Sports,2021
Sport Psychology: A Complete Introduction,John Perry,20.63,Paperback,22 Mar 2016,https://www.bookdepository.com/Sport-Psychology-Complete-Introduction-John-Perry/9781473608467?ref=grid-view&qid=1630182843817&sr=1-71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486475271.jpg,Sports,2016
This is esports (and How to Spell it) - LONGLISTED FOR THE WILLIAM HILL SPORTS BOOK AWARD 2020,Paul Chaloner,18.57,Paperback,28 May 2020,https://www.bookdepository.com/This-is-esports-How-Spell-it-LONGLISTED-FOR-WILLIAM-HILL-SPORTS-BOOK-AWARD-2020-Paul-Chaloner/9781472977762?ref=grid-view&qid=1630182843817&sr=1-72,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9798/7057/9798705764952.jpg,Sports,2020
The Best American Sports Writing of the Century,David Halberstam,29.43,Paperback,18 Jan 2012,https://www.bookdepository.com/Best-American-Sports-Writing-Century-David-Halberstam/9780395945148?ref=grid-view&qid=1630182843817&sr=1-73,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473608467.jpg,Sports,2012
Behind the Mask,Tyson Fury,11.57                             ,Paperback,21 Jan 2021,https://www.bookdepository.com/Behind-Mask-Tyson-Fury/9781787465060?ref=grid-view&qid=1630182843817&sr=1-74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4729/9781472977762.jpg,Sports,2021
Sports Betting to Win,Steve Ward,17.97                             ,Paperback,28 Mar 2011,https://www.bookdepository.com/Sports-Betting-Win-Steve-Ward/9780857190390?ref=grid-view&qid=1630182843817&sr=1-75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3959/9780395945148.jpg,Sports,2011
You Win in the Locker Room First,Jon Gordon,19.27                             ,Hardback,27 Oct 2015,https://www.bookdepository.com/You-Win-Locker-Room-First-Jon-Gordon/9781119157854?ref=grid-view&qid=1630182843817&sr=1-76,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7874/9781787465060.jpg,Sports,2015
Strength and Conditioning for Team Sports,Paul Gamble,61.77,Paperback,19 Oct 2012,https://www.bookdepository.com/Strength-Conditioning-for-Team-Sports-Paul-Gamble/9780415637930?ref=grid-view&qid=1630182843817&sr=1-77,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8571/9780857190390.jpg,Sports,2012
The Sport of Kings,C. E. Morgan,16.64,Paperback,18 May 2017,https://www.bookdepository.com/Sport-Kings-C-E-Morgan/9780008173319?ref=grid-view&qid=1630182843817&sr=1-78,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1191/9781119157854.jpg,Sports,2017
Sports Nutrition - From Lab to Kitchen,Asker Jeukendrup,20.59,Paperback,05 Dec 2011,https://www.bookdepository.com/Sports-Nutrition-From-Lab-Kitchen-Asker-Jeukendrup/9781841262963?ref=grid-view&qid=1630182843817&sr=1-79,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4156/9780415637930.jpg,Sports,2011
Sports Astrology,John Frawley,25.40                             ,Paperback,01 Mar 2007,https://www.bookdepository.com/Sports-Astrology-John-Frawley/9780953977420?ref=grid-view&qid=1630182843817&sr=1-80,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008173319.jpg,Sports,2007
Sports Trading on Betfair,Wayne Bailey,17.62                             ,Paperback,21 Aug 2015,https://www.bookdepository.com/Sports-Trading-on-Betfair-Wayne-Bailey/9781910498316?ref=grid-view&qid=1630182843817&sr=1-81,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8412/9781841262963.jpg,Sports,2015
The Boy on the Shed:A remarkable sporting memoir with a foreword by Alan Shearer,Paul Ferris,18.57,Paperback,15 Oct 2019,https://www.bookdepository.com/Boy-on-Shed-remarkable-sporting-memoir-with-foreword-by-Alan-Shearer-Paul-Ferris/9781473666740?ref=grid-view&qid=1630182843817&sr=1-82,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9539/9780953977420.jpg,Sports,2019
"Stability, Sport and Performance Movement",Joanne Elphinston,33.00,Paperback,15 Jun 2014,https://www.bookdepository.com/Stability-Sport-Performance-Movement-Joanne-Elphinston/9781905367429?ref=grid-view&qid=1630182843817&sr=1-83,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9104/9781910498316.jpg,Sports,2014
Basketballs Greatest,Illustrated Sports  of Editors,51.73,Hardback,01 Jan 2017,https://www.bookdepository.com/Basketballs-Greatest-Illustrated-Sports-Editors/9781618930484?ref=grid-view&qid=1630182843817&sr=1-84,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473666740.jpg,Sports,2017
Physiology of Sport and Exercise,W. Larry Kenney,177.20,Hardback,15 Sep 2015,https://www.bookdepository.com/Physiology-Sport-Exercise-W-Larry-Kenney/9781450477673?ref=grid-view&qid=1630182843817&sr=1-85,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9053/9781905367429.jpg,Sports,2015
Dogsledding and Extreme Sports,Mary Pope Osborne,7.21,Paperback,05 Jan 2016,https://www.bookdepository.com/Dogsledding-Extreme-Sports-Mary-Pope-Osborne/9780385386449?ref=grid-view&qid=1630182843817&sr=1-86,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6189/9781618930484.jpg,Sports,2016
Rainbow Magic: Melissa the Sports Fairy,Daisy Meadows,11.95,Paperback,02 Jun 2016,https://www.bookdepository.com/Rainbow-Magic-Melissa-Sports-Fairy-Daisy-Meadows/9781408341643?ref=grid-view&qid=1630182843817&sr=1-87,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4504/9781450477673.jpg,Sports,2016
Sport Nutrition,Asker Jeukendrup,121.19,Paperback,22 Aug 2018,https://www.bookdepository.com/Sport-Nutrition-Asker-Jeukendrup/9781492529033?ref=grid-view&qid=1630182843817&sr=1-88,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3853/9780385386449.jpg,Sports,2018
Biomedical Acupuncture for Sports and Trauma Rehabilitation,Yun-tao Ma,91.64                             ,Hardback,16 Apr 2010,https://www.bookdepository.com/Biomedical-Acupuncture-for-Sports-Trauma-Rehabilitation-Yun-tao-Ma/9781437709278?ref=grid-view&qid=1630182843817&sr=1-89,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4083/9781408341643.jpg,Sports,2010
Sports Fun for Messy Churches,Lucy Moore,13.50,Paperback,18 Nov 2011,https://www.bookdepository.com/Sports-Fun-for-Messy-Churches-Lucy-Moore/9781841018249?ref=grid-view&qid=1630182843817&sr=1-90,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4925/9781492529033.jpg,Sports,2011
Laughter and Ridicule,Michael Billig,61.60                             ,Paperback,03 Oct 2005,https://www.bookdepository.com/Laughter-Ridicule-Michael-Billig/9781412911436?ref=grid-view&qid=1630182847735&sr=1-61,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4129/9781412911436.jpg,Humour,2005
Keeping Chickens (and your sense of humour),Lorraine Coverley,8.08,Paperback,09 May 2015,https://www.bookdepository.com/Keeping-Chickens-your-sense-humour-Lorraine-Coverley/9781511846547?ref=grid-view&qid=1630182847735&sr=1-62,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5118/9781511846547.jpg,Humour,2015
Nature of Man. Regimen in Health. Humours. Aphorisms. Regimen 1-3. Dreams. Heracleitus: On the Universe,Hippocrates,28.90,Hardback,01 Jul 1989,https://www.bookdepository.com/Nature-Man-Regimen-Health-Humours-Aphorisms-Regimen-1-3-Dreams-Heracleitus-On-Universe-Hippocrates/9780674991668?ref=grid-view&qid=1630182847735&sr=1-63,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6749/9780674991668.jpg,Humour,1989
The Function of Humour in Roman Verse Satire,Maria Plaza,66.41,Paperback,01 Mar 2008,https://www.bookdepository.com/Function-Humour-Roman-Verse-Satire-Maria-Plaza/9780199237937?ref=grid-view&qid=1630182847735&sr=1-64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1992/9780199237937.jpg,Humour,2008
Toilet Humour,Jacob Buchowiecki,9.82,Paperback,05 Dec 2014,https://www.bookdepository.com/Toilet-Humour-Jacob-Buchowiecki/9781505357882?ref=grid-view&qid=1630182847735&sr=1-65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5053/9781505357882.jpg,Humour,2014
A Humour of Love,Robert Montagu,26.88                             ,Hardback,02 Sep 2014,https://www.bookdepository.com/Humour-Love-Robert-Montagu/9780704373662?ref=grid-view&qid=1630182847735&sr=1-66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7043/9780704373662.jpg,Humour,2014
